Threads,1,2,4,8,16,32,64,128,256,512,1024
XMalloc - mean,0.00555136,0.00614016,0.00532288,0.00531072,0.0055872,0.00571456,0.00608896,0.00597952,0.00725312,0.00824768,0.0104941
XMalloc - std_dev,0.000239572,0.000874897,0.000210385,0.000151716,0.00135512,0.00104911,0.00231121,0.000415064,0.00148898,0.00109301,0.00168286
XMalloc - min,0.00544,0.005856,0.004608,0.00464,0.004608,0.004992,0.00464,0.005408,0.005824,0.00704,0.008832
XMalloc - max,0.007072,0.010592,0.006016,0.005856,0.011488,0.00976,0.017504,0.008256,0.013344,0.012544,0.01792
XMalloc - median,0.005472,0.005984,0.005344,0.00528,0.005312,0.005344,0.005472,0.00592,0.00688,0.008032,0.010112
Ouroboros-C-VA - mean,0.0058432,0.00489856,0.00515264,0.0052768,0.00508032,0.00548672,0.00505408,0.00501632,0.00684864,0.00709888,0.0071424
Ouroboros-C-VA - std_dev,0.000879389,0.000707159,0.00156592,0.00230795,0.001437,0.00163081,0.000439014,0.00024626,0.0015072,0.00127861,0.000625041
Ouroboros-C-VA - min,0.005312,0.004064,0.004256,0.004288,0.00432,0.004352,0.004064,0.004416,0.005632,0.006112,0.0064
Ouroboros-C-VA - max,0.009888,0.009472,0.0152,0.019552,0.012128,0.014592,0.007712,0.005152,0.013184,0.012864,0.010336
Ouroboros-C-VA - median,0.005632,0.004928,0.004992,0.004992,0.004992,0.005056,0.005056,0.00512,0.006272,0.006816,0.007072
RegEff-CM - mean,0.00361984,0.00399424,0.0035136,0.00366592,0.0036512,0.00351168,0.00358208,0.00362624,0.00371328,0.00371712,0.00375424
RegEff-CM - std_dev,0.00126571,0.00237301,0.00135592,0.000714172,0.000738729,0.000470642,0.000470929,9.45902e-05,0.000156108,0.000184755,0.000162343
RegEff-CM - min,0.002848,0.002816,0.002816,0.003488,0.002848,0.002848,0.002848,0.002976,0.003104,0.002976,0.003104
RegEff-CM - max,0.008096,0.015744,0.01264,0.007712,0.007744,0.006432,0.006272,0.00368,0.003808,0.004,0.003872
RegEff-CM - median,0.00352,0.00352,0.00352,0.00352,0.00352,0.00352,0.003552,0.003648,0.003776,0.003776,0.003808
Ouroboros-P-VL - mean,0.00625024,0.00532096,0.00534208,0.00535808,0.00549568,0.00569728,0.00572096,0.00615424,0.00630656,0.00661056,0.00601664
Ouroboros-P-VL - std_dev,0.00206052,0.001084,0.000661105,0.000942435,0.00114918,0.00103217,0.00139275,0.00260749,0.0013754,0.00138382,0.000554865
Ouroboros-P-VL - min,0.005152,0.004064,0.004864,0.004544,0.004672,0.004704,0.004704,0.0048,0.005152,0.005568,0.005408
Ouroboros-P-VL - max,0.016704,0.0104,0.00992,0.01024,0.010144,0.009888,0.01184,0.018464,0.01232,0.011744,0.008672
Ouroboros-P-VL - median,0.005728,0.005152,0.005216,0.005216,0.005344,0.005376,0.005408,0.005472,0.005824,0.006336,0.005952
RegEff-CFM - mean,0.0038688,0.00469568,0.00361024,0.00397312,0.0036256,0.00362944,0.00354496,0.0039072,0.00428608,0.00398848,0.0038944
RegEff-CFM - std_dev,0.00171286,0.00291499,0.000251699,0.0018508,0.00103827,0.000658799,0.000288092,0.00052862,0.00153449,0.000148138,0.000357957
RegEff-CFM - min,0.002944,0.003424,0.002976,0.002976,0.002976,0.002976,0.002976,0.003616,0.002848,0.003392,0.003328
RegEff-CFM - max,0.01536,0.019584,0.004704,0.01408,0.008896,0.00752,0.003744,0.007488,0.01344,0.00432,0.004864
RegEff-CFM - median,0.003648,0.003776,0.003648,0.00368,0.003648,0.00368,0.003712,0.003808,0.004032,0.004032,0.004064
Ouroboros-C-VL - mean,0.00518144,0.00536192,0.00501632,0.00443136,0.00438464,0.00452928,0.00452736,0.00497024,0.00567936,0.00567616,0.00579456
Ouroboros-C-VL - std_dev,0.00011229,0.00241007,0.0023113,0.000155882,0.000502002,0.000911146,0.000714174,0.00225637,0.000724904,0.000887892,0.000622705
Ouroboros-C-VL - min,0.004672,0.004288,0.004224,0.003776,0.003488,0.003328,0.003872,0.003488,0.00448,0.004992,0.0048
Ouroboros-C-VL - max,0.005344,0.01456,0.016992,0.004896,0.007232,0.01056,0.009152,0.019808,0.010432,0.011616,0.009472
Ouroboros-C-VL - median,0.005216,0.004448,0.004448,0.004448,0.00448,0.004512,0.004576,0.00464,0.005664,0.005664,0.005888
ScatterAlloc - mean,0.00516864,0.0052928,0.00453376,0.00476736,0.0046368,0.00458048,0.00470016,0.00479296,0.0051168,0.0050304,0.00486336
ScatterAlloc - std_dev,0.0010631,0.00152242,0.000986793,0.00171069,0.00101256,0.000824011,0.000964675,0.00103562,0.00168777,0.00137132,0.000848489
ScatterAlloc - min,0.004416,0.00432,0.003744,0.00432,0.00368,0.003808,0.003808,0.004352,0.004,0.004,0.004
ScatterAlloc - max,0.012576,0.012416,0.0096,0.01408,0.008416,0.008704,0.007904,0.009536,0.015136,0.011168,0.008992
ScatterAlloc - median,0.005024,0.0048,0.004448,0.004384,0.004384,0.00448,0.00448,0.004512,0.004672,0.004672,0.004672
RegEff-CF - mean,0.00375232,0.0038656,0.00382592,0.00387136,0.00368576,0.00370112,0.00365888,0.00388288,0.00374528,0.00395392,0.0040128
RegEff-CF - std_dev,0.000655456,0.00128521,0.000826744,0.000812408,0.000617349,0.000476171,0.000131568,0.000742224,0.000372904,0.000170432,0.000671512
RegEff-CF - min,0.003552,0.002976,0.003072,0.003552,0.002976,0.002976,0.00304,0.003136,0.00288,0.00336,0.002944
RegEff-CF - max,0.00832,0.011648,0.007744,0.007392,0.007744,0.006784,0.003744,0.008992,0.004704,0.004704,0.008384
RegEff-CF - median,0.003648,0.003648,0.003648,0.003648,0.003648,0.003648,0.003712,0.003808,0.003968,0.003936,0.004
Ouroboros-C-S - mean,0.00582848,0.0053792,0.00478016,0.0052896,0.00482688,0.00493376,0.00479872,0.0049216,0.005408,0.00541056,0.00584832
Ouroboros-C-S - std_dev,0.00176885,0.00231969,0.00109866,0.00208127,0.000940938,0.00123164,0.00091875,0.000802301,0.000116789,0.000678395,0.00140727
Ouroboros-C-S - min,0.00448,0.004256,0.004032,0.004032,0.004032,0.004096,0.004064,0.004096,0.004768,0.00464,0.004576
Ouroboros-C-S - max,0.016672,0.018208,0.010336,0.013632,0.009696,0.01232,0.009152,0.009344,0.005536,0.009696,0.01552
Ouroboros-C-S - median,0.005536,0.004704,0.004704,0.004736,0.004736,0.004768,0.004768,0.0048,0.005408,0.005472,0.005728
CUDA - mean,0.0120461,0.00984,0.0104288,0.011664,0.0133792,0.0176947,0.0231603,0.0279066,0.0486675,0.0755251,0.170232
CUDA - std_dev,0.00031744,0.000321676,0.000188583,0.000690733,0.000456839,0.000578801,0.000398631,0.000899851,0.00335934,0.00268548,0.00325816
CUDA - min,0.011936,0.009152,0.009792,0.011264,0.0128,0.017056,0.022496,0.025664,0.04336,0.070784,0.162816
CUDA - max,0.013696,0.011648,0.011552,0.016352,0.015552,0.020896,0.02576,0.02992,0.0592,0.080576,0.178656
CUDA - median,0.011968,0.009824,0.010432,0.011552,0.013504,0.017568,0.023136,0.027968,0.047648,0.07536,0.17008
RegEff-C - mean,0.00413632,0.00354368,0.00372992,0.00368192,0.00363904,0.00368064,0.00350976,0.00356224,0.00369728,0.00349568,0.00364416
RegEff-C - std_dev,0.000878919,0.00025446,0.00147355,0.00240218,0.000757151,0.000862707,0.000186529,0.000225135,0.000107895,0.000333081,0.000310689
RegEff-C - min,0.00368,0.00288,0.002848,0.002848,0.002848,0.002848,0.00288,0.002976,0.003008,0.00304,0.002624
RegEff-C - max,0.009536,0.004416,0.012032,0.019744,0.007744,0.00784,0.003584,0.003776,0.003808,0.004064,0.00416
RegEff-C - median,0.003968,0.003552,0.00352,0.00352,0.00352,0.00352,0.003552,0.003648,0.003712,0.003712,0.003776
Ouroboros-P-S - mean,0.00591488,0.00597568,0.004784,0.00521344,0.00526464,0.00506432,0.00530816,0.00516672,0.00575744,0.00561984,0.0063456
Ouroboros-P-S - std_dev,0.000540388,0.000823534,0.000276999,0.00109464,0.00124009,0.000597083,0.00120692,0.000865403,0.00187909,0.00169011,0.00208779
Ouroboros-P-S - min,0.00576,0.005152,0.004192,0.004192,0.00432,0.004352,0.004352,0.004384,0.004576,0.004576,0.005216
Ouroboros-P-S - max,0.008576,0.009952,0.005248,0.010272,0.012576,0.008224,0.010656,0.010144,0.014528,0.015328,0.015968
Ouroboros-P-S - median,0.005792,0.005792,0.004864,0.004992,0.004992,0.005024,0.005024,0.005056,0.005248,0.00528,0.0056
Ouroboros-P-VA - mean,0.00624512,0.00547712,0.00557184,0.00551232,0.0058464,0.0056672,0.00562944,0.00599232,0.00621376,0.00624,0.00650816
Ouroboros-P-VA - std_dev,0.000426519,0.000796083,0.000767564,0.000435474,0.00139262,0.00122148,0.00104993,0.0010448,0.00170386,0.00106865,0.000296817
Ouroboros-P-VA - min,0.005376,0.004704,0.004672,0.004864,0.004864,0.004352,0.004896,0.005056,0.005152,0.005152,0.0056
Ouroboros-P-VA - max,0.006944,0.009536,0.009216,0.008128,0.01296,0.011424,0.010656,0.011296,0.017184,0.012064,0.00752
Ouroboros-P-VA - median,0.006464,0.005376,0.005376,0.005504,0.005536,0.005568,0.005568,0.005696,0.005856,0.005888,0.006432
RegEff-AW - mean,0.00389568,0.00387904,0.0030688,0.00282496,0.0031808,0.00255232,0.00358848,0.00370176,0.00354368,0.00295808,0.00386496
RegEff-AW - std_dev,0.000271364,0.000253208,0.0013746,0.000978929,0.000952225,0.000807708,0.00323645,0.00211321,0.000454842,0.00151063,0.00220717
RegEff-AW - min,0.003616,0.00368,0.001952,0.001952,0.001952,0.00192,0.001984,0.002816,0.002688,0.00192,0.002464
RegEff-AW - max,0.005568,0.005632,0.008608,0.007904,0.00768,0.007552,0.020256,0.01568,0.006624,0.01168,0.015488
RegEff-AW - median,0.003872,0.00384,0.002624,0.002656,0.003488,0.002592,0.002656,0.003488,0.003488,0.002592,0.003488
Halloc - mean,0.0052256,0.00482304,0.0046112,0.00488256,0.00528832,0.0046528,0.0048736,0.00463808,0.00490496,0.00508928,0.0049664
Halloc - std_dev,0.000403111,0.00171816,0.00115518,0.001482,0.00230061,0.00101053,0.00145413,0.000875851,0.00120982,0.00147547,0.00136818
Halloc - min,0.004608,0.003776,0.00384,0.003424,0.003776,0.00352,0.003808,0.003552,0.003936,0.003904,0.003936
Halloc - max,0.007936,0.013376,0.012672,0.011264,0.015808,0.009696,0.010528,0.008576,0.011424,0.012384,0.010272
Halloc - median,0.005184,0.004448,0.004448,0.004448,0.004448,0.00448,0.00448,0.004512,0.004608,0.004576,0.004576
